"post_id","date","year","nhood","city","county","price","beds","baths","sqft","room_in_apt","address","lat","lon","title","descr","details"
"6503863660",20180220,2018,"alamo square","san francisco","san francisco",5200,3,2,1500,0,NA,NA,NA,"NEWLY REMODELED SUNNY, SPACIOUS, 3BR/2BA APT",NA,NA
"6645940961",20180717,2018,"alamo square","san francisco","san francisco",4995,2,NA,NA,0,NA,NA,NA,"Live in the City Without Sacrificing Green Scenery",NA,NA
"6477165190",20180208,2018,"albany / el cerrito","el cerrito","contra costa",2495,1,NA,737,0,NA,NA,NA,"Brand NEW, Just Reduced!! 1x1 plus Den, MUST SEE!",NA,NA
"6506137073",20180301,2018,"albany / el cerrito","el cerrito","contra costa",4000,3,NA,1250,0,NA,NA,NA,"Furnished Bungalow house for rent in Albany",NA,NA
"6454977055",20180208,2018,"albany / el cerrito","el cerrito","contra costa",2695,2,NA,1105,0,NA,NA,NA,"$700 Off Move In!! Remodeled 2x2 + Loft El Cerrito",NA,NA
"6505654418",20180222,2018,"albany / el cerrito","el cerrito","contra costa",2500,1,1,643,0,NA,NA,NA,"1 bdrm 1 bath, remodeled, pets ok! (1023 Washington)",NA,NA
"6447619356",20180201,2018,"albany / el cerrito","el cerrito","contra costa",2250,2,1,925,0,"2795",37.329219,-121.895821,"TWO BED ROOM  ONE BATH IN A DUPLEX","Apartment walking distance to VTA Light Rail, Caltrain Station, Bus, and Downtown San Jose.Near Highway 87, off of Park Ave.  Dine-in kitchen, living room, full bathroom, and one bedroom.  Approximately 500 s.f.  Quiet upstairs unit, ideal for one person.  Kitchen features gas stove with oven, hood, and refrigerator. Includes wall heating, coin-operated laundry on-site, and 1 carport space.   Rent: $1,895.00/monthRent includes water, garbage & landscapeSecurity Deposit: $1,895.00Application Fee: $30.00No Pets and No Smoking AllowedDeposits subject to Credit & Income qualifications, and background check.FOR MORE INFORMATION please email me with your phone number so I can get back to you or call  show contact info.","<p class=""attrgroup"">""shared-line-bubble"">1BR / 1Ba""shared-line-bubble"">500ft2""housing_movein_now property_date shared-line-bubble"" data-date=""2018-02-01"" data-today_msg=""available now"">available feb 1</p>"
"6480257382",20180201,2018,"albany / el cerrito","el cerrito","contra costa",1700,0,1,NA,0,"2795",37.329219,-121.895821,"Studio perched on Albany Hill","Apartment walking distance to VTA Light Rail, Caltrain Station, Bus, and Downtown San Jose.Near Highway 87, off of Park Ave.  Dine-in kitchen, living room, full bathroom, and one bedroom.  Approximately 500 s.f.  Quiet upstairs unit, ideal for one person.  Kitchen features gas stove with oven, hood, and refrigerator. Includes wall heating, coin-operated laundry on-site, and 1 carport space.   Rent: $1,895.00/monthRent includes water, garbage & landscapeSecurity Deposit: $1,895.00Application Fee: $30.00No Pets and No Smoking AllowedDeposits subject to Credit & Income qualifications, and background check.FOR MORE INFORMATION please email me with your phone number so I can get back to you or call  show contact info.","<p class=""attrgroup"">""shared-line-bubble"">1BR / 1Ba""shared-line-bubble"">500ft2""housing_movein_now property_date shared-line-bubble"" data-date=""2018-02-01"" data-today_msg=""available now"">available feb 1</p>"
"6470474039",20180208,2018,"albany / el cerrito","el cerrito","contra costa",2635,2,NA,962,0,NA,NA,NA,"Upgraded 2x2 with W/D! GREAT LOCATION!!",NA,NA
"6470464196",20180208,2018,"albany / el cerrito","el cerrito","contra costa",2295,1,NA,607,0,NA,NA,NA,"NEWLY BUILT 1X1 IN EL CERRITO - W/D IN UNIT!",NA,NA
"6488631808",20180208,2018,"albany / el cerrito","el cerrito","contra costa",2000,1,NA,350,0,NA,NA,NA,"Cottage with stunning view - and office space available too",NA,NA
"6603803239",20180531,2018,"albany / el cerrito","el cerrito","contra costa",2200,1,NA,600,0,NA,NA,NA,"1 bedroom in the hills of El Cerrito",NA,NA
"6471908949",20180125,2018,"albany / el cerrito","el cerrito","contra costa",1990,1,NA,NA,0,NA,NA,NA,"CLOSE TO BART PETS WELCOME",NA,NA
"6552322794",20180405,2018,"albany / el cerrito","el cerrito","contra costa",1200,1,NA,NA,0,NA,NA,NA,"TRAVELERS//INTERNS/ROOM RENTAL/SHORT&amp;;LONG TERM AVAILABLE",NA,NA
"6603802276",20180531,2018,"albany / el cerrito","el cerrito","contra costa",2950,1,1,650,0,NA,NA,NA,"Albany private home - beautiful, light 1BR +1 BA in great location!",NA,NA
"6456467169",20180208,2018,"albany / el cerrito","el cerrito","contra costa",2080,1,NA,710,0,NA,NA,NA,"Temporarily Reduced! Large, Upgraded 1x1 with W/D in El Cerrito!",NA,NA
"6504017106",20180222,2018,"albany / el cerrito","el cerrito","contra costa",2350,1,NA,NA,0,NA,NA,NA,"Incredible Luxury Loft Style Unit With 2 stories and Backyard Deck!",NA,NA
"6645949366",20180717,2018,"albany / el cerrito","el cerrito","contra costa",1775,0,NA,NA,0,NA,NA,NA,"El Cerrito -Spacious and Sunny Studio + . Close to BART",NA,NA
"6561292886",20180419,2018,"albany / el cerrito","el cerrito","contra costa",2450,2,1,850,0,NA,NA,NA,"2bedroom/1bathroom Apt.- Remodeled El Cerrito Close Bart",NA,NA
"6616649923",20180614,2018,"albany / el cerrito","el cerrito","contra costa",2950,2,2,1234,0,NA,NA,NA,"Albany Furnished 2BR/2BA Condo (with Bay view / two parking spaces)",NA,NA
"6464454332",20180125,2018,"albany / el cerrito","el cerrito","contra costa",2050,1,NA,900,0,NA,NA,NA,"Beautiful furnished garden apartment",NA,NA
"6627371639",20180626,2018,"albany / el cerrito","el cerrito","contra costa",2000,1,NA,600,0,NA,NA,NA,"Albany unit for rent 1241 Solano Ave 1B.R. 600+sqare feet  $2000",NA,NA
"6621262733",20180626,2018,"albany / el cerrito","el cerrito","contra costa",1700,1,1,518,0,NA,NA,NA,"ALBANY Minimalist 1 br 1 ba across the street Starbucks &amp; Sprouts!",NA,NA
"6645962548",20180717,2018,"albany / el cerrito","el cerrito","contra costa",4950,4,3,NA,0,NA,NA,NA,"Gorgeous Albany 4 Bedroom 3 Bath",NA,NA
"6528146744",20180315,2018,"albany / el cerrito","el cerrito","contra costa",2299,2,NA,700,0,NA,NA,NA,"2-bed Albany schools remodeled 3 block El Cerrito plaza Ava 4/1",NA,NA
"6573608863",20180510,2018,"albany / el cerrito","el cerrito","contra costa",2800,2,1,925,0,NA,NA,NA,"Exceptional Albany Duplex 2 bed/1 bath",NA,NA
"6622613678",20180626,2018,"albany / el cerrito","el cerrito","contra costa",3195,2,NA,NA,0,NA,NA,NA,"Beautiful Sunny Albany Flat by Solano Ave.",NA,NA
"6546040564",20180329,2018,"albany / el cerrito","el cerrito","contra costa",2195,1,1,751,0,NA,NA,NA,"1 Bed 1 Bath in San Jose | 4661 Albany Dr, #143",NA,NA
"6539208095",20180322,2018,"albany / el cerrito","el cerrito","contra costa",2295,1,1,751,0,NA,NA,NA,"1 Bed 1 Bath in San Jose | 4661 Albany Dr, #143",NA,NA
"6558772859",20180412,2018,"bayview","san francisco","san francisco",2650,2,NA,NA,0,NA,NA,NA,"2 Bedroom in-law with outdoor space, steps form MUNI T Line",NA,NA
"6533863315",20180405,2018,"bayview","san francisco","san francisco",2400,2,NA,NA,0,NA,NA,NA,"房屋出租 Silver Terrace 4月1日起",NA,NA
"6610259103",20180607,2018,"bayview","san francisco","san francisco",2200,2,1,NA,0,NA,NA,NA,"Silver Terrace, 2 bedroom1 bath.",NA,NA
"6503893726",20180220,2018,"bayview","san francisco","san francisco",990,1,NA,NA,0,NA,NA,NA,"Bedroom For Rent For 1 Person with Utilities Included+Private entrance",NA,NA
"6503890395",20180220,2018,"bayview","san francisco","san francisco",2910,1,NA,675,0,NA,NA,NA,"Stunning Bayview, San Francisco Apartments!",NA,NA
"6502456407",20180220,2018,"bayview","san francisco","san francisco",4722,2,NA,1667,0,NA,NA,NA,"Breathtaking Bay Views! Condo Like Finishes! 2x2 Available Soon!",NA,NA
"6505643498",20180222,2018,"bayview","san francisco","san francisco",4500,3,2.5,1300,0,NA,NA,NA,"3 Bedroom 2.5 Bath for Rent",NA,NA
"6593820255",20180531,2018,"bayview","san francisco","san francisco",2800,1,1,800,0,NA,NA,NA,"Candlestick Cove 1BR/1BA view Condo w/ Parking, Washer/Dryer",NA,NA
"6552316470",20180405,2018,"belmont / san carlos","belmont","san mateo",2360,1,1,NA,0,NA,NA,NA,"1 BDRM, 1 BATH - Like New, Must See",NA,NA
"6552331738",20180405,2018,"belmont / san carlos","belmont","san mateo",1200,3,NA,NA,0,NA,NA,NA,"108 Edgehill Dr",NA,NA
"6480255611",20180201,2018,"belmont / san carlos","belmont","san mateo",4100,2,1,1371,0,"2795",37.329219,-121.895821,"2x2 Large Apartment, Top Floor, Free Parking, $99 Deposit!","Apartment walking distance to VTA Light Rail, Caltrain Station, Bus, and Downtown San Jose.Near Highway 87, off of Park Ave.  Dine-in kitchen, living room, full bathroom, and one bedroom.  Approximately 500 s.f.  Quiet upstairs unit, ideal for one person.  Kitchen features gas stove with oven, hood, and refrigerator. Includes wall heating, coin-operated laundry on-site, and 1 carport space.   Rent: $1,895.00/monthRent includes water, garbage & landscapeSecurity Deposit: $1,895.00Application Fee: $30.00No Pets and No Smoking AllowedDeposits subject to Credit & Income qualifications, and background check.FOR MORE INFORMATION please email me with your phone number so I can get back to you or call  show contact info.","<p class=""attrgroup"">""shared-line-bubble"">1BR / 1Ba""shared-line-bubble"">500ft2""housing_movein_now property_date shared-line-bubble"" data-date=""2018-02-01"" data-today_msg=""available now"">available feb 1</p>"
"6485968786",20180208,2018,"belmont / san carlos","belmont","san mateo",1688,1,NA,NA,0,NA,NA,NA,"**Furnished ** Bay View * Clean * Quiet * Laundry * WiFi * Parking **",NA,NA
"6571879014",20180426,2018,"belmont / san carlos","belmont","san mateo",3700,2,NA,900,0,NA,NA,NA,"Charming San Carlos HOME for Lease",NA,NA
"6571879696",20180426,2018,"belmont / san carlos","belmont","san mateo",2100,1,NA,NA,0,NA,NA,NA,"SPACIOUS UPDATED UNIT $2,100",NA,NA
"6571870590",20180426,2018,"belmont / san carlos","belmont","san mateo",1260,3,NA,1900,0,NA,NA,NA,"&amp;&amp;&amp;&amp;&amp;&amp;&amp;---------Great custom built 3 bedroom complet",NA,NA
"6505172998",20180308,2018,"belmont / san carlos","belmont","san mateo",5875,4,NA,1713,0,NA,NA,NA,"HUGE Price Improvement! Large 3bd, 2bth, + den! Chalet-style",NA,NA
"6491858007",20180308,2018,"belmont / san carlos","belmont","san mateo",2450,2,NA,NA,0,NA,NA,NA,"2-Bedroom 1 ba, quiet, green space, bay view, excellent location",NA,NA
"6603803739",20180531,2018,"belmont / san carlos","belmont","san mateo",2300,1,1,NA,0,NA,NA,NA,"Gorgeous Remodeled 1 Bed / 1 Bath, Open Floor Plan, Excellent Location",NA,NA
"6587133406",20180517,2018,"belmont / san carlos","belmont","san mateo",3700,4,NA,1700,0,NA,NA,NA,"San Carlos hills view, large, secure. quiet.",NA,NA
"6562123837",20180419,2018,"belmont / san carlos","belmont","san mateo",4300,4,NA,1700,0,NA,NA,NA,"San Carlos hills view, large, secure. quiet.",NA,NA
"6591224200",20180517,2018,"belmont / san carlos","belmont","san mateo",4500,2,2,1350,0,NA,NA,NA,"Luxury 2 bedroom, 2 bath, one level townhouse with a gorgeous canyon v",NA,NA
"6578441368",20180503,2018,"belmont / san carlos","belmont","san mateo",4700,2,2,1350,0,NA,NA,NA,"Luxury 2 bedroom, 2 bath, one level townhouse with a gorgeous canyon v",NA,NA
"6591221606",20180517,2018,"belmont / san carlos","belmont","san mateo",3300,4,NA,1700,0,NA,NA,NA,"San Carlos hills view, large, secure. quiet.",NA,NA
"6531237833",20180315,2018,"belmont / san carlos","belmont","san mateo",5595,4,NA,NA,0,NA,NA,NA,"$5595 / 4br - Gorgeous Country Living in a Serene Setting 4 bedroom 2.",NA,NA
"6525150765",20180310,2018,"belmont / san carlos","belmont","san mateo",2300,1,NA,600,0,NA,NA,NA,"845 San Carlos ave, albany golden location walk to restaurant bart bus",NA,NA
"6627369227",20180626,2018,"belmont / san carlos","belmont","san mateo",3595,3,NA,1247,0,NA,NA,NA,"EXTREMELY SPACIOUS 3 BEDROOM APARTMENT!",NA,NA
"6531214847",20180315,2018,"belmont / san carlos","belmont","san mateo",3950,2,NA,1030,0,NA,NA,NA,"Beautiful condo unit in the heart of San Carlos.",NA,NA
"6627369571",20180626,2018,"belmont / san carlos","belmont","san mateo",2125,1,NA,660,0,NA,NA,NA,"LARGE, QUIET, ONE BEDROOM APARTMENT AVAILABLE NOW!",NA,NA
"6627368887",20180626,2018,"belmont / san carlos","belmont","san mateo",2145,1,NA,660,0,NA,NA,NA,"WELCOME HOME TO YOUR RETREAT!",NA,NA
"6503829908",20180301,2018,"ben lomond","ben lomond","santa cruz",2650,3,2,1850,0,"9050 hwy 9 cabin a",NA,NA,"3 bedroom + 2 bath Aframe",NA,NA
"6518579896",20180308,2018,"berkeley","berkeley","alameda",2500,1,NA,350,0,NA,NA,NA,"Available March Video Tour, Yard, Hot tub, private",NA,NA
"6558768740",20180412,2018,"berkeley","berkeley","alameda",4995,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6565274092",20180419,2018,"berkeley","berkeley","alameda",2095,0,NA,NA,0,NA,NA,NA,"Studio Available",NA,NA
"6565273817",20180419,2018,"berkeley","berkeley","alameda",2695,1,NA,NA,0,NA,NA,NA,"One Bedroom",NA,NA
"6565269191",20180419,2018,"berkeley","berkeley","alameda",765,0,NA,NA,0,NA,NA,NA,"BERKELEY SPACIOUS STUDIO FOR RENT",NA,NA
"6559678488",20180419,2018,"berkeley","berkeley","alameda",2300,1,NA,900,0,NA,NA,NA,"One Bedroom flat in Berkeley Furnished",NA,NA
"6565278161",20180419,2018,"berkeley","berkeley","alameda",1295,1,NA,NA,0,NA,NA,NA,"SUNNY, PRIVATE ROOM across from UNIT 2 (Summer sublet) -- Furnished!!",NA,NA
"6565271294",20180419,2018,"berkeley","berkeley","alameda",4995,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6565263192",20180419,2018,"berkeley","berkeley","alameda",1500,1,NA,NA,0,NA,NA,NA,"Perfect, pretty one bedroom",NA,NA
"6447116560",20180104,2018,"berkeley","berkeley","alameda",2424,0,NA,389,0,NA,NA,NA,"Spacious Studio Available For Immediate Move In",NA,NA
"6578435059",20180503,2018,"berkeley","berkeley","alameda",3995,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6571887496",20180426,2018,"berkeley","berkeley","alameda",2395,0,NA,NA,0,NA,NA,NA,"Avail 6/1- Huge Modern Studio Unit Downtown + Walk To CAL!",NA,NA
"6552767702",20180426,2018,"berkeley","berkeley","alameda",3995,4,NA,NA,0,NA,NA,NA,"Avail 6/1 - Awesome Unit In Charming Complex w/ 4 Bdrms! OPEN FRI!",NA,NA
"6523059881",20180315,2018,"berkeley","berkeley","alameda",2200,1,NA,540,0,NA,NA,NA,"1BR APT NEAR UC BERKELEY",NA,NA
"6447123384",20180104,2018,"berkeley","berkeley","alameda",1100,1,NA,NA,0,NA,NA,NA,"学校北边单间出租",NA,NA
"6447116365",20180104,2018,"berkeley","berkeley","alameda",2890,1,NA,851,0,NA,NA,NA,"Computer Nook in your new 1x1 apartment!",NA,NA
"6558772968",20180412,2018,"berkeley","berkeley","alameda",3935,3,NA,NA,0,NA,NA,NA,"Beautiful unit near North Berkeley BART (Hearst&amp;West)",NA,NA
"6447126603",20180104,2018,"berkeley","berkeley","alameda",2925,1,NA,735,0,NA,NA,NA,"Great Deal on a Fabulous 1BR in Berkeley!  5 Stars on Yelp!",NA,NA
"6447126282",20180104,2018,"berkeley","berkeley","alameda",1400,0,NA,180,0,NA,NA,NA,"Beautiful Garden studio",NA,NA
"6565271272",20180419,2018,"berkeley","berkeley","alameda",3995,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6547635860",20180426,2018,"berkeley","berkeley","alameda",3295,2,NA,NA,0,NA,NA,NA,"Avail 6/1-Modern &amp; Lovely w/Views-Spacious Floor Plan! Open THU &amp; SUN",NA,NA
"6515259031",20180315,2018,"berkeley","berkeley","alameda",1895,0,NA,430,0,NA,NA,NA,"STUDIO APT ACROSS THE STREET FROM UC BERKELEY",NA,NA
"6552957292",20180412,2018,"berkeley","berkeley","alameda",2295,1,1,NA,0,NA,NA,NA,"1br/1ba Close to downtown Berkeley, UC Berkeley. Open H- 4/12/18-6p-7p",NA,NA
"6531242023",20180315,2018,"berkeley","berkeley","alameda",5495,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6571425872",20180503,2018,"berkeley","berkeley","alameda",3800,2,1,NA,0,NA,NA,NA,"Gorgeous 2br/1ba. 10 min to UC Berkeley &amp; downtown.",NA,NA
"6565549783",20180426,2018,"berkeley","berkeley","alameda",3195,2,NA,NA,0,NA,NA,NA,"June 1st, Spectacular 2 Bedroom In Duplex Right Near Berk Bowl + BART",NA,NA
"6572823753",20180503,2018,"berkeley","berkeley","alameda",3595,2,1,NA,0,NA,NA,NA,"Nice large 2br/1b. 5 min to UC Berkeley. Short walk to North Berkeley.",NA,NA
"6552326952",20180405,2018,"berkeley","berkeley","alameda",4495,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6572820198",20180503,2018,"berkeley","berkeley","alameda",3995,2,1,NA,0,NA,NA,NA,"10 min to UC Berkeley. Nice large 2br/1ba.",NA,NA
"6565695366",20180503,2018,"berkeley","berkeley","alameda",3049,2,NA,800,0,NA,NA,NA,"Stunning remodeled 2 bedroom w/private backyard &amp; parking Move in 6/1",NA,NA
"6570349273",20180503,2018,"berkeley","berkeley","alameda",3995,2,NA,NA,0,NA,NA,NA,"Nice Large 2BD/1BA. Couple blocks to UCB.",NA,NA
"6455326491",20180111,2018,"berkeley","berkeley","alameda",1995,1,1,NA,0,NA,NA,NA,"**ONE BEDROOM*ONE BATH*SOLANO AVE SHOPPING AND DINING**",NA,NA
"6558768711",20180412,2018,"berkeley","berkeley","alameda",3995,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6562880291",20180503,2018,"berkeley","berkeley","alameda",2600,2,NA,NA,0,NA,NA,NA,"2740 College ave 2BRM/1 bh avail on June 5th Open House Thu 5/3 5-6pm",NA,NA
"6554220107",20180412,2018,"berkeley","berkeley","alameda",2995,2,NA,NA,0,NA,NA,NA,"Nice 2bd/1ba. Close to UC Berkeley &amp; Downtown. Open H. 4/15/18 - 2p-3p",NA,NA
"6525179989",20180310,2018,"berkeley","berkeley","alameda",11500,9,NA,NA,0,NA,NA,NA,"Walk to UCB, newly remodeled 9-bedroom house with charm &amp; comfort",NA,NA
"6571886455",20180426,2018,"berkeley","berkeley","alameda",3195,2,NA,NA,0,NA,NA,NA,"Avail 6/1 Modern Apt Above Starbucks And Across From Whole Foods!",NA,NA
"6481179243",20180301,2018,"berkeley","berkeley","alameda",3200,2,NA,950,0,NA,NA,NA,"Sunny Upper Flat in Duplex*Like Your Own Home*Garage*Lndry*PatioGarden",NA,NA
"6531240662",20180315,2018,"berkeley","berkeley","alameda",2950,1,NA,540,0,NA,NA,NA,"FURNISHED1BR APT NEAR UC BERKELEY",NA,NA
"6466536170",20180125,2018,"berkeley","berkeley","alameda",1600,1,NA,700,0,NA,NA,NA,"Pet Friendly Duplex in El Sobrante Hills - 10 miles from Berkeley",NA,NA
"6603823824",20180531,2018,"berkeley","berkeley","alameda",850,2,NA,NA,0,NA,NA,NA,"Two rooms near UC Berkeley (near Caffe Strada)",NA,NA
"6578437061",20180503,2018,"berkeley","berkeley","alameda",2195,1,1,NA,0,NA,NA,NA,"""FULLY REMODELED"" 1 Bed, 1 Bath, Duplex",NA,NA
"6578438689",20180503,2018,"berkeley","berkeley","alameda",1145,1,NA,NA,0,NA,NA,NA,"Beautiful 1 bedroom apartment, just steps from BART",NA,NA
"6603800363",20180531,2018,"berkeley","berkeley","alameda",2200,1,NA,550,0,NA,NA,NA,"Large beautiful unit Near North Berkeley BART(Hearst&amp;West)",NA,NA
"6605435124",20180614,2018,"berkeley","berkeley","alameda",2495,2,NA,595,0,NA,NA,NA,"Sunny 2+ bedroom flat!!",NA,NA
"6578435077",20180503,2018,"berkeley","berkeley","alameda",4995,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6558773672",20180412,2018,"berkeley","berkeley","alameda",1000,1,NA,NA,0,NA,NA,NA,"Summer Sublet 1000/month, Dates Flexible",NA,NA
"6552973231",20180412,2018,"berkeley","berkeley","alameda",2495,2,NA,NA,0,NA,NA,NA,"2br/2ba. 1915 Haste St.Close to downtown Berkeley Open H.4/7/18- 2p-3p",NA,NA
"6558772860",20180412,2018,"berkeley","berkeley","alameda",1985,1,NA,NA,0,NA,NA,NA,"Charming unit near North Berkeley BART(Hearst&amp;west)",NA,NA
"6531245068",20180315,2018,"berkeley","berkeley","alameda",2995,3,1,NA,0,NA,NA,NA,"""FULLY REMODELED"" 3 Bed, 1 Bath, 4plex",NA,NA
"6516517871",20180322,2018,"berkeley","berkeley","alameda",2275,0,1,NA,0,NA,NA,NA,"Studio|1bath - Furnished with 2 beds, High-speed internet &amp; TV cable",NA,NA
"6507767667",20180322,2018,"berkeley","berkeley","alameda",2350,1,NA,180,0,NA,NA,NA,"3 Beds in a furnished apartment near downton Berkeley (Bancroft 3)",NA,NA
"6514166521",20180301,2018,"berkeley","berkeley","alameda",5495,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6603809278",20180531,2018,"berkeley","berkeley","alameda",1899,0,NA,450,0,NA,NA,NA,"Nice furnished studio in small apt. building, near Civic Center",NA,NA
"6603809221",20180531,2018,"berkeley","berkeley","alameda",1895,1,NA,450,0,NA,NA,NA,"Available on July 2018 One Bedroom Apt.",NA,NA
"6552326978",20180405,2018,"berkeley","berkeley","alameda",5495,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6616643035",20180614,2018,"berkeley","berkeley","alameda",3595,4,1,NA,0,NA,NA,NA,"""FULLY REMODELED"" 4 Bed, 1 Bath, Duplex",NA,NA
"6490311245",20180301,2018,"berkeley","berkeley","alameda",3499,2,NA,820,0,NA,NA,NA,"Modern 2 bedroom single family house in Berkeley. Perfect Location!",NA,NA
"6552961463",20180412,2018,"berkeley","berkeley","alameda",2800,2,NA,NA,0,NA,NA,NA,"1907 Haste St. Nice 2br/2ba. Close to UC Berkeley. Open H 4/12/18-6p-7",NA,NA
"6514166437",20180301,2018,"berkeley","berkeley","alameda",4495,3,2,NA,0,NA,NA,NA,"""FULLY REMODELED"" Large 3 Bed, 2 Bath, House",NA,NA
"6603800314",20180531,2018,"berkeley","berkeley","alameda",2685,2,NA,660,0,NA,NA,NA,"Spacious 2bdrm no-living-room North Berkeley BART",NA,NA
"6610270805",20180607,2018,"berkeley","berkeley","alameda",1550,0,NA,380,0,NA,NA,NA,"studio apt 5 blocks from Cal  *walk* to Campus avail 6/1/18",NA,NA
"6525223231",20180310,2018,"berkeley","berkeley","alameda",2150,1,NA,600,0,NA,NA,NA,"☎New Vacancy with modern look At 1826 Alcatraz Avenue!",NA,NA
"6455806286",20180125,2018,"berkeley","berkeley","alameda",6850,4,2,NA,0,NA,NA,NA,"4 Bed 2 Ba house a block to UC Berkeley Campus - Available 6/1/18",NA,NA
"6534520926",20180322,2018,"berkeley","berkeley","alameda",3521,1,NA,NA,0,NA,NA,NA,"Near Durant Food Court! 1 Bedroom with 3 beds, INQUIRE NOW!",NA,NA
"6603800343",20180531,2018,"berkeley","berkeley","alameda",1885,0,NA,460,0,NA,NA,NA,"Beautiful SUNNY Modern Large Studio Near North Berkeley BART",NA,NA
